DataSource	Brand	Model	Type	Status	Dnom_in	Re	Fs	Qm	Qe	Qt	Rm	Mm	Cm	Vas	Sd	BL	Pe	Xmax	CreepBeta	Z1k	Z10k	L2	Le	Ke	R2	USPL	Beta	Revision	EntryDate	Km	Xmax_geom	Xmax_damage	n0	Vd	Res	Cmes	Lces	Dd	SPL1W	Depth	MotorH	MotorDiam	VCd	VCMass	Vocc	Vocc_est	Vocc_rough	Dnom_cm	Znom	kLe	fLe	DiaphH	Df	fpist	f4pi	f2pi	DiamOA	fmax	Mair	Mmd	Zres	EBP	Gamma	Mpow	SPLmx	Hc	Hg	AspectR	LengthOA	WidthOA	F_HighRated	F_LowRated	VCMat	FormerMat	DiaphMat	SurrMat	SpidMat	FrameMat	MagMat	DiaphShape	MotorShape	MotorLength	MotorWidth	HeightOA	FlangeH	MassOA	MagDiam	MagH	MagMass	Bpeak	BaffleCutoutDiam	BaffleCutoutLength	BaffleCutoutWidth	BoltCircleDiam	BoltCircleScrewDiam	BoltCircleScrewQty	TerminalPairsQty	TempLowPerfRated	TempHighPerfRated	TempLowDamageRated	TempHighDamageRated	HumidityLowPerfRated	HumidityHighPerfRated	HumidityLowDamageRated	HumidityHighDamageRated	Urms_100H_Max	Urms_Max_Rated	Pmax_Rated	BL1	BL2	BL3	BL4	BL5	BL6	BL7	BL8	K1	K2	K3	K4	K5	K6	K7	K8	Lx1	Lx2	Lx3	Lx4	Lx5	Lx6	Lx7	Lx8	Li1	Li2	Li3	Li4	Rmv1	Rmv2	Rmv3	Rmv4	Rtm	Rtv	tauC	tauM	Rv	AlphaBypass	Ctm	Ctv	DataDate	DIY_Availability	Application	URL	Cost	EnteredBy	Notes
PE_july2024	Celestion	FTX1225	midrange or fullrange or midbass	Active	12	5.74	42.1	3.35	0.46	0.4	3.761594476	0.04753	0.0003	0.015185305	0.0531	12.54	300	0.004					0.0005			96.29079283	27.39574913	"Celestion FTX1225 12"" Coaxial Full-Range Professional Driver"	7/27/2024 0:00	3333.333333			0.002409846	0.0002124	41.8045063	0.000302254	0.04717548	0.260017345	86.01989348	0.167893995			0.063499998				0.004064759	31	8				1.25		419.8961837	839.7923674	0.31749999	1319.142766	0.006955629	0.040574371	47.5445063	91.52173913	263.8333684	5.234094872	107.791106			1			4000	50	CCA	Fiberglass	Paper / Kevlar	Cloth		Cast Aluminum	Ferrite	round	round					7.030680529					0.285749991					8	1											600																																										yes	"Perfect for ultra-compact high output speakers systems, Celestion's FTX1225 12"" coaxial full-range features fully integrated low and high frequency drivers which are powered by a common motor assembly. Bringing the acoustic centers of the two drivers closer together improves both time alignment and signal coherence for more natural and predictable response. Other features include an aluminum demodulation ring, edgewound voice coils (woofer and compression driver), and a cast aluminum frame with integrated voice coil vents.By concentrically aligning low and high frequency drivers, coaxial loudspeakers act as a single source, often providing improvements in signal alignment when compared to a traditional two-way system. Powered by a common magnet motor assembly (same magnet for both elements) Celestion's FTX coaxial range features fully combined LF and HF components in a single chassis. This brings the voice coils and hence the acoustic centers of the two drivers closer together, delivering further improvements in signal coherence for a more natural sounding audio reproduction. Specifications (Woofer): • Power Handling: 300 watts RMS/ 600 watts continuous program • VC dia: 2.5"" • Le: 3.36 mH • Impedance: 8 ohms • Re: 5.39 ohms • Frequency response: 50 – 4,000 Hz • Fs: 47.3 Hz • SPL: 97 dB 1W/1m • Vas: 2.99 cu. ft. • Qms: 5.39 • Qes: 0.43 • Qts: 0.39 • Xmax: 4 mmSpecifications (Compression driver): • Power handling: 60 watts RMS/120 watts continuous program (with recommended crossover of 2,000 Hz/12 dB slope) • VCdia: 1.75"" • Impedance: 8 ohms • Frequency response: 1,000 – 20,000 Hz • SPL: 104 dB 1W/1mDimensions: • Outside diameter: 12.5"" • Cutout diameter: 11.25"" • Depth: 6.6"""	https://www.parts-express.com/Celestion-FTX1225-12-Coaxial-Full-Range-Professional-Driver-294-2098	299	AS	7/24:  corrected Sd to 531cm^2
PE_july2024	PRV Audio	4MR60-4	midrange or fullrange or midbass	Active	4	3.6	89.88	7.34	0.75	0.68	0.332753783	0.00432	0.000725	0.004237759	0.0057	3.42	30	0.00287					0.0002			90.50284009	3.249	"PRV Audio 4MR60-4 4"" Full-Range 4 Ohm. Pincushion frame"	7/27/2024 0:00	1379.310345			0.00401367	0.000016359	35.15031414	0.000369344	0.00847989	0.085190759	88.2354161	0.055879998			0.019811999				0.000100768	10	4				0.735294118		1281.597821	2563.195641	0.125983996	4026.258298	0.000244628	0.004075372	38.75031414	119.84	791.6666667	1.802498266	100.0066286			1			15000	90	CCA	Kapton® / Polyimide	Fiberglass	Rubber		Steel	Ferrite	round	round					0.58966998					0.102107997					4	1											60																																										yes	"The 4MR60-4 from PRV Audio can deliver amazingly flat response from 150 Hz up to 7,000 Hz. With a woven cone and rubber surround, this driver is inherently damped minimizing resonant peaks to produce a more natural sound. Capable of high output for its size, this full range is perfect for use in small portable speakers, larger line arrays, or even car audio systems."	https://www.parts-express.com/PRV-Audio-4MR60-4-4-Full-Range-4-Ohm-294-2760	19.91	AS	
PE_july2024	Lavoce	FAN030.71	midrange or fullrange or midbass	Active	3	6.3	120	4.4	0.6	0.5	0.376787271	0.002	0.0008	0.001765733	0.00332	4	30	0.0021					0.00007			88.99709641	2.53968254	"LaVoce FAN030.71 3"" Neodymium Full-Range Woofer 8 Ohm"	7/27/2024 0:00	1250			0.004975021	0.000006972	42.46427958	0.000125	0.0128	0.065016577	89.16794928	0.044195999			0.019049999				2.39E-05	8	8				1		1679.268518	3358.537036	0.087883997	5275.57764	0.000108743	0.001891257	48.76427958	200	2000	1.593638146	100.9391618			1			21000	120	CCA	Fiberglass	Treated Paper	Rubber		Cast Aluminum	Neodymium	round	round					0.272155375					0.072897998					4	1											60																																										yes	"The LaVoce FAN030.71 is an impressive 3"" full-range that features a rising response, which ideal for line arrays. The low resonant frequency of 120 Hz, gives this driver the ability to crossover very low, and mate to a subwoofer easily. In addition to aiding to its aesthetically pleasing appearance, the cast aluminum frame acts as a very effective heat sink."	https://www.parts-express.com/LaVoce-FAN030.71-3-Neodymium-Full-Range-Woofer-8-Ohm-293-708	39	AS	
PE_july2024	Tang Band	W4-1320SJ	midrange or fullrange or midbass	Active	4	6.8	75	1.29	0.49	0.35	1.274902135	0.00349	0.001290305	0.007416079	0.006520988	4.7	25	0.003					0.00001			90.76208379	3.248529412	"Tang Band W4-1320SJ 4"" Bamboo Cone Driver"	7/27/2024 0:00	775.0106856			0.006246539	1.96E-05	17.32682015	0.00015799	0.028502833	0.091119588	90.15639441	0.066801998			0.025399999				5.59E-05	10	8				1.428571429		1198.20878	2396.41756	0.108711997	3764.283901	0.00029934	0.00319066	24.12682015	153.0612245	1346.704871	1.802367724	101.1357945			1			20000	75			Bamboo Fiber / Paper	Rubber		Cast Aluminum	Neodymium	round	round					0.703068053					0.093979997					4	1											50																																										yes	"Another Tang Band first, Bamboo fiber cones! A blend of paper and Bamboo fibers provides a perfect combination of light weight and self-damping. A neodymium motor with a copper ring reduces distortion even further. The result of these features is a smooth frequency response with a very natural, open sound.Specifications: • Power handling: 25 watts RMS/50 watts max • VCdia: 1"" • Impedance: 8 ohms • Re: 6.8 ohms • Frequency range: 75-20,000 Hz • Fs: 75 Hz • SPL: 89 dB 1W/1m • Vas: 0.21 cu. ft. • Qms: 1.50 • Qes: 0.48 • Qts: 0.37 • Xmax: 3 mm • Dimensions: Overall diameter: 4-15/16"", Cutout diameter: 3-3/4"", Depth: 2-5/8""."	https://www.parts-express.com/Tang-Band-W4-1320SJ-4-Bamboo-Cone-Driver-264-847	119.98	AS	
PE_july2024	DS18	EXL-X6.2D	subwoofer	obsolete	6.5	4	76	6.416	1.04	0.9	5.439900218	0.0786	0.00006	0.002472026	0.0158	16.097	400	0.01					0.00935			86.69893568	64.77835225	"DS18 EXL-X6.2D 6-1/2"" Cast Frame DVC Subwoofer 2 Ohm"	7/27/2024 0:00	16666.66667			0.001020794	0.000158	47.63201504	0.000303342	0.015546805	0.141835062	82.28937914	0.107949997			0.050799998				0.000381785		4				0.555555556		769.7694028	1539.538806	0.175767994	2418.301901	0.001128964	0.077471036	51.63201504	73.07692308	204.7964377	8.0485	105.3099791			1			820	40	Aluminum	Aluminum	Paper / Glass Fiber	Foam		Cast Aluminum	Ferrite	round	round					4.535922922					0.146811995					4												800																																										yes	"If you are short on space, but need more low frequency output, then the EXL-X6.2D 6-1/2"" cast frame subwoofer from DS18 is the perfect solution. This compact subwoofer combines high power handling and excellent excursion capabilities to deliver remarkable output for its size. To improve reliability, the treated foam surround is stitched to the rigid reinforced paper cone eliminating a common failure point for many smaller high excursion drivers. For high power handling, the 4-layer 2"" voice coils are wound on an aluminum former and vented extensively to dissipate heat while lowering power compression. The strong motor assembly consists of dual stacked magnets allowing ample voice coil clearance for high excursion without bottoming out. Holding everything together is a solid cast aluminum frame built to handle the stress of the difficult car audio environment. This rugged construction makes the EXL-X6.2D a powerful compact subwoofer that will take serious use and abuse while continuing to provide incredible performance.The design of the EXL-X6.2D makes it suitable for a variety of designs. A sealed enclosure or infinite baffle installation will produce accurate and controlled low end for systems designed for sound quality. Vented enclosures will result in more output for higher SPL. Dual 2 ohm voice coils allow for a variety of wiring configurations to achieve maximum power from your amplifier.Note: Specifications listed are with the voice coils wired in series for a 4 ohm load."	https://www.parts-express.com/DS18-EXL-X6.2D-6.5-Cast-Frame-DVC-Subwoofer-2-Ohm-294-8080	119.95	AS	
PE_july2024	Peerless by Tymphany	SLS-P830945	subwoofer	obsolete	5.25	2.71	51.49	3.95	0.4	0.36	1.302044035	0.0153	0.000601	0.007416079	0.00833	5.9	50	0.005					0.0002			90.01727164	12.84501845	"Peerless SLS-P830945 5-1/4"" Paper Cone Woofer 4 Ohm"	7/27/2024 0:00	1663.893511			0.002476056	0.00004165	26.73488689	0.000439529	0.02092081	0.102985851	86.13760415	0.067055998			0.033019999				0.000201745		4				1.388888889		1060.148461	2120.296923	0.149859995	3330.554618	0.000432177	0.014867823	29.44488689	128.725	385.620915	3.583994761	100.1273042			1			1500	40		Aluminum	Paper	Foam		Steel	Ferrite	round	round					1.610252637					0.119887996					6												100																																										yes	"A new addition to the SLS Series of speakers, the Peerless SLS-P830945 5-1/4"" subwoofer features a paper cone, wide rubber half-roll surround, and hefty ceramic ferrite magnet with distortion-reducing aluminum shorting ring. This driver will provide accurate and detailed low frequency audio reproduction.The speaker's distinctively sculpted truncated steel frame facilitates close driver spacing or a narrower mounting baffle, and its extensive under-spider venting promotes voice coil cooling for reduced power compression and improved long term reliability. The P830945 will perform superbly as a dedicated low-mid bass driver, as well as delivering solid output when used as a compact subwoofer."	https://www.parts-express.com/Peerless-SLS-P830945-5-1-4-Paper-Cone-Woofer-4-Ohm-264-1604	34.02	AS	
PE_july2024	Tang Band	W6-1139SI	subwoofer	obsolete	6.5	3.6	38	2.65	0.47	0.4	3.763061973	0.03991	0.00042	0.014832158	0.014	8.67	50	0.013					0.00034			87.0758039	20.88025	"Tang Band W6-1139SI 6-1/2"" Subwoofer"	7/27/2024 0:00	2380.952381			0.001694083	0.000182	19.97546162	0.000530938	0.031570938	0.133511624	84.48934659	0.108965997			0.038607999				0.000388449		4				1.25		817.7586943	1635.517389	0.176529994	2569.064706	0.000941644	0.038968356	23.57546162	80.85106383	217.2387873	4.569491219	98.47904663			1			800	38			Paper	Rubber		Steel	Neodymium	round	round					1.791689554					0.141477995					4												100																																										yes	"Amazing bass in a compact package! This one-of-a-kind 6-1/2"" subwoofer has an impressive 13 mm of Xmax. A wide roll surround, raised flat spider, and large 1-1/2"" 4-layer voice coil ensure impressive bass performance and high power handling. Venting the pole piece and spider allows good airflow around the coil, improving heat dissipation and reducing power compression. The compact neodymium motor structure saves valuable enclosure space while also allowing closer-than-normal placement to CRTs. The ultimate multimedia subwoofer driver!"	https://www.parts-express.com/Tang-Band-W6-1139SI-6-1-2-Subwoofer-264-832	121.48	AS	
PE_july2024	Peerless by Tymphany	SDF-250F75PR01-06	subwoofer	obsolete	10	4.39	33.5	11.7	0.48	0.46	1.862657345	0.1035	0.000218	0.047992626	0.03526	14.12	300	0.0126					0.00102			89.3347885	45.41558087	"Peerless by Tymphany SDF-250F75PR01-06 10"" Paper Cone Subwoofer"	7/27/2024 0:00	4587.155963			0.003677436	0.000444276	107.0376151	0.000519124	0.043463619	0.211883049	87.85545077	0.135889996			0.076199998				0.00210193	25	6				1.086956522		515.2856333	1030.571267	0.269239991	1618.81756	0.003763727	0.099736273	111.4276151	69.79166667	136.4251208	6.739108314	109.6266633			1			400	25	Copper		Paper	Rubber		Cast Aluminum	Ferrite	round	round					8.16466126					0.241299992					8												600																																										yes	"The 10"" 6 ohm SDF-250F75PR01-06 from Peerless by Tymphany has all the design features you can expect from a high performance, high excursion subwoofer. The motor features a strong ferrite magnet with bumped T yoke to support high excursion. In addition, to increase damping and cone control, the motor includes aluminum shorting rings and pole extenders, all of which lowers and linearizes the inductance of the overhung voice coil. The venting under the paper cone and dust cap reduces air compression for more predictable high output performance. The suspension system features a low-creep rubber surround and an optimized spider, ensuring long-term reliability under high power conditions. This subwoofer also features a newly designed, ultra rigid, cast aluminum basket."	https://www.parts-express.com/Peerless-SDF-250F75PR01-06-10-Paper-Cone-Subwoofer-264-1654	165.46	AS	
PE_july2024	Peerless by Tymphany	XXLS-P835016	subwoofer	obsolete	10	2.46	26.07	11.27	0.38	0.37	0.001484097	0.1021	0.365	0.080870577	0.03563	10.36	100	0.0123					0.00051			91.88484038	43.6299187	"Peerless by Tymphany XXLS-P835016 10"" Black Aluminum Cone Subwoofer 4 Ohm"	7/27/2024 0:00	2.739726027			0.003688989	0.000438249	72319.79574	0.000951275	39.175304	0.212991843	87.86907416	0.152145995			0.050799998				0.002094009	25	4				1.351351351		512.6031573	1025.206315	0.268985991	1610.390313	0.003823124	0.098276876	72322.25574	68.60526316	101.4691479	6.605294747	104.8690742			1							Aluminum	Rubber		Cast Aluminum	Ferrite	round	round					6.509049393					0.239013992					8												200																																										yes	"This series of state-of-the-art subwoofers continues to enhance Peerless's reputation for delivering the highest quality components for bass. Called the XXLS—for ""Xpanded Extra Long Stroke""—these audio transducers add even more excursion to the Peerless XLS line while completely eliminating distortion. The XXLS line features a strong yet attractive cast frame, reinforced aluminum cone, flat spider, and generous under-spider venting. The magnet system incorporates multiple distortion-canceling fixtures."	https://www.parts-express.com/Peerless-XXLS-P835016-10-Black-Aluminum-Cone-Subwoofer-4-Ohm-264-1648	179.98	AS	
PE_july2024	Peerless by Tymphany	XXLS-P835037	subwoofer	obsolete	10	2.71	28.27	9.83	0.45	0.43	0.001694933	0.0938	0.3379	0.070982472	0.03464	10.07	120	0.0123					0.0005			91.2892503	37.41878229	"Peerless by Tymphany XXLS-P835037 10"" Paper Cone Subwoofer 4 Ohm"	7/27/2024 0:00	2.95945546			0.00348653	0.000426072	59828.25383	0.000925005	34.26471571	0.210011947	87.62393405	0.152145995			0.051307998				0.002094009	25	4				1.162790698		519.8765717	1039.753143	0.268985991	1633.240418	0.003664894	0.090135106	59830.96383	62.82222222	107.3560768	6.117089364	105.4157465			1							Paper	Rubber		Cast Aluminum	Ferrite	round	round					7.325515519					0.239013992					8												240																																										yes	"This series of state-of-the-art subwoofers continues to enhance Peerless's reputation for delivering the highest quality components for bass. Called the XXLS—for ""Xpanded Extra Long Stroke""—these audio transducers add even more excursion to the Peerless XLS line while completely eliminating distortion. The XXLS line features a strong yet attractive cast frame, reinforced aluminum cone, flat spider, and generous under-spider venting. The magnet system incorporates multiple distortion-canceling fixtures."	https://www.parts-express.com/Peerless-XXLS-P835037-10-Paper-Cone-Subwoofer-4-Ohm-264-1650	161.02	AS	
PE_july2024	Peerless by Tymphany	XXLS-300F50AL01-04	subwoofer	obsolete	12	2.63	22.4	9.79	0.42	0.41	0.001982934	0.1384	0.366	0.140905503	0.04676	11.01	120	0.0123					0.00072			91.55194547	46.09129278	"Peerless by Tymphany XXLS-300F50AL01-04 12"" Black Aluminum Cone Subwoofer 4 Ohm"	7/27/2024 0:00	2.732240437			0.003688927	0.000575148	61131.67588	0.001141725	44.3665566	0.244001396	87.86900097	0.162305995			0.050799998				0.003557132	31	4				1.219512195		447.4576493	894.9152987	0.30708599	1405.729664	0.005747863	0.132652137	61134.30588	53.33333333	79.55202312	6.78905684	105.6608134			1							Aluminum			Cast Aluminum	Ferrite	round	round					6.826563998					0.277113991					8												240																																										yes	"This series of state-of-the-art subwoofers continues to enhance Peerless's reputation for delivering the highest quality components for bass. Called the XXLS—for ""Xpanded Extra Long Stroke""—these audio transducers add even more excursion to the Peerless XLS line while completely eliminating distortion. The XXLS line features a strong yet attractive cast frame, reinforced aluminum cone, flat spider, and generous under-spider venting. The magnet system incorporates multiple distortion-canceling fixtures."	https://www.parts-express.com/Peerless-XXLS-300F50AL01-04-12-Black-Aluminum-Cone-Subwoofer-4-Ohm-264-1644	208.64	AS	
PE_july2024	Peerless by Tymphany	XXLS-P830845	subwoofer	obsolete	12	5.66	27.04	8.55	0.55	0.52	0.001950171	0.0981	0.353	0.149027876	0.04909	13.06	175	0.0125					0.00079			89.78956122	30.13491166	"Peerless by Tymphany XXLS-P830845 12"" Nomex Cone Subwoofer 8 Ohm"	7/27/2024 0:00	2.83286119			0.005240856	0.000613625	87460.85722	0.000575152	60.2089508	0.250006658	89.3940226	0.154177995			0.051307998				0.00359257	31	8				0.961538462		436.7095327	873.4190653	0.30784799	1371.96346	0.006182786	0.091917214	87466.51722	49.16363636	133.1294597	5.489527453	108.8244031			1					Aluminum		Paper	Rubber		Cast Aluminum	Ferrite	round	round					6.803884383					0.277113991					8												350																																										yes	"This series of state-of-the-art subwoofers continues to enhance Peerless's reputation for delivering the highest quality components for bass. Called the XXLS—for ""Xpanded Extra Long Stroke""—these audio transducers add even more excursion to the Peerless XLS line while completely eliminating distortion. The XXLS line features a strong yet attractive cast frame, reinforced aluminum cone, flat spider, and generous under-spider venting. The magnet system incorporates multiple distortion-canceling fixtures."	https://www.parts-express.com/Peerless-XXLS-P830845-12-Nomex-Cone-Subwoofer-8-Ohm-264-1646	189.98	AS	
PE_july2024	Dayton Audio	ND64-4	midrange or fullrange or midbass	obsolete	2.5	3.7	103	4.36	0.36	0.33	0.381077642	0.00256	0.00093	0.00052972	0.00156	4.13	15	0.0019					0.00037			85.19320502	4.609972973	"Dayton Audio ND64-4 2-1/2"" Aluminum Magnesium Cone Full-Range Neo Driver 4 Ohm"	7/27/2024 0:00	1075.268817			0.001573015	0.000002964	44.75964509	0.000150086	0.015862917	0.044567406	84.16732869	0.039115999			0.019049999				6.71E-06	6	4				1.515151515		2449.778895	4899.55779	0.064007998	7696.20738	3.50E-05	0.002524975	48.45964509	286.1111111	1613.28125	2.147084761	92.92824128			1			20000	100	CCA	Kapton® / Polyimide	Aluminum / Magnesium	Rubber		Steel	Neodymium	round	round					0.158757302					0.053085998					4	1											30																																										yes	"Dayton Audio’s ND64-4 is truly a full-range driver and capable of over 6 mm of peak-to-peak excursion. It features a dual neodymium magnet structure, a 3/4"" CCAW voice coil, and a copper sleeve to minimize distortion. An efficient, low-distortion neodymium motor is combined with a rigid yet lightweight aluminum magnesium diaphragm, yielding impressive high-impact audio reproduction. Perfect for single point-source speaker applications, or combined in multiples in line array designs."	https://www.parts-express.com/Dayton-Audio-ND64-4-2-1-2-Aluminum-Magnesium-Cone-Full-Range-Driver-4-Ohm-295-520	18.49	AS	
PE_july2024	Aurum Cantus	AC-200MK2	woofer	obsolete	8	7	25	3.99	0.25	0.23	1.003483193	0.0292	0.00159	0.134548864	0.022	10.6	150	0.008					0.00067			89.6854989	16.05142857	"Aurum Cantus AC-200MKII 8"" Carbon Fiber Sandwich Woofer"	7/26/2024 0:00	628.9308176			0.008226923	0.000176	111.9699869	0.000259879	0.1786524	0.167365677	91.35237429	0.102107997			0.050799998				0.000971495	21	8				2.173913043		652.3457655	1304.691531	0.221995993	2049.404664	0.001854935	0.027345065	118.9699869	100	363.0136986	4.006423414	110.1132869			1			3500	25	CCA	Kapton® / Polyimide	Carbon Fiber			Cast Aluminum	Ferrite	round	round					3.909965559					0.182117994					4												225																																										yes	"Aurum Cantus midwoofers feature high-performance cone materials, long-excursion designs, and high quality construction. The AC-200MKII utilizes a special non-woven carbon fiber sandwich cone with foam core for light weight and extreme rigidity. A high-power motor offers exceptional cone control, high sensitivity, and substantial power handling."	https://www.parts-express.com/Aurum-Cantus-AC-200MKII-8-Carbon-Fiber-Sandwich-Woofer-296-420	164.98	AS	
PE_july2024	Lavoce	CSF051.21	woofer	obsolete	5	5.5	110	4.8	0.74	0.65	0.941968176	0.006776423	0.00032	0.005297199	0.0097	5.9	50	0.0031					0.0003			92.26575694	6.329090909	"Lavoce CSF051.21 5"" Coaxial Woofer"	7/26/2024 0:00	3125			0.009321161	0.00003007	36.9545393	0.000194669	0.0111392	0.11113246	91.89470031	0.072643998			0.030479999				0.000142621	12	8				0.769230769		982.4338571	1964.867714	0.137413996	3086.406988	0.000543066	0.006233357	42.4545393	148.6486486	870.6658522	2.515768453	105.8844004			1			22000	110	Copper	Kapton® / Polyimide	Treated Paper	Cloth		Steel	Ferrite	round	round					0.952543814					0.119125996					4												100																																										yes	"Prepare to be captivated by the CSF051.21's remarkable performance. With its robust construction and premium materials, this coaxial woofer is built to withstand the test of time while delivering a powerful and immersive sound. Whether you're a music enthusiast or a professional audio engineer, this speaker is a game-changer.The CSF051.21 is more than just a speaker – it's a masterpiece of engineering. Equipped with advanced technologies, including high-quality voice coils and a precisely engineered magnetic circuit, this woofer ensures optimal performance across the entire frequency range.Installation is a breeze with the CSF051.21's user-friendly design. Its compact size allows for easy integration into any speaker system or custom enclosure, making it a versatile choice for car audio installations, home theaters, and professional sound setups. Get creative and elevate your audio experience to new heights.The Lavoce CSF051.21 5"" Coaxial Woofer is not just a speaker - it's a masterpiece of sound reproduction. Elevate your listening experience and bring your music to life like never before. Immerse yourself in crystal-clear audio and let the powerful bass reverberate through your soul. With the CSF051.21, every beat is felt, every note is heard, and every moment becomes unforgettable.Unleash the power of sound with the Lavoce CSF051.21 5"" Coaxial Woofer. Upgrade your audio system today and discover a whole new world of sonic excellence."	https://www.parts-express.com/Lavoce-CSF051.21-5-Coaxial-Woofer-293-790	35	AS	
PE_july2024	Goldwood	GW-10PC-8	woofer	obsolete	10	7.23	47.89	4.85	0.53	0.47	3.606450328	0.05776	0.00019	0.038846129	0.03449	15.47	140	0.005					0.00186			90.66890633	33.10109267	"Goldwood GW-10PC-8 10"" Heavy Duty Woofer 8 Ohm"	7/26/2024 0:00	5263.157895			0.007875602	0.00017245	66.35912828	0.00024135	0.045470971	0.209556751	91.16283763	0.111124996			0.038099999				0.001837766	25	8				1.063829787		521.0058394	1042.011679	0.260349992	1636.788117	0.003641115	0.054118885	73.58912828	90.35849057	267.83241	5.753354906	109.624118			1			5000	36			Poly	Rubber		Cast Aluminum	Ferrite	round	round					3.356582962					0.231774993					4												270																																										yes	"The Heavy Duty Delmar Series woofers are available in 4 ohm and 8 ohm versions for wiring flexibility making these perfect replacement drivers for many home audio applications. The woofers handle the most powerful of amplifiers while maintaining sonic excellence. They feature aluminum die-cast frames, knurled and gold-plated binding posts, rubber surrounds, and vented pole pieces with bumped back plates."	https://www.parts-express.com/Goldwood-GW-10PC-8-10-Heavy-Duty-Woofer-8-Ohm-290-324	69.98	AS	
PE_july2024	FaitalPRO	3FE25	woofer	obsolete	3	6.2	110	4.1	0.8	0.7	0.405624648	0.0024	0.00087	0.001412586	0.00302	3.585442391	20	0.00183					0.00007			85.77948102	2.073451151	"FaitalPRO 3FE25 3"" Professional Full-Range Woofer 8 Ohm"	7/26/2024 0:00	1149.425287			0.00229922	5.53E-06	31.69284018	0.000186692	0.011184196	0.062009543	85.81580496	0.054609998			0.019049999				4.99E-05	8	8				0.714285714		1760.701428	3521.402857	0.105663997	5531.406673	9.43E-05	0.002305658	37.89284018	137.5	1493.93433	1.439948316	95.82610492			1			20000	100	Aluminum	Kapton® / Polyimide	Paper	Rubber		Steel	Ferrite	round	round					0.544310751					0.071627998					4												40																																										yes	"FaitalPRO's 3FE25 3"" ceramic ferrite professional woofer has exceptionally flat response from 100 Hz to 20,000 Hz, both on and off-axis, and features a 91 dB sensitivity due to a large ferrite magnet. Distortion is reduced through the use of a copper cap to create a demodulation circuit in the motor.Great for use in compact professional line array speakers, the 3FE25 is also right at home in home audio, personal audio, and car audio applications. It's also ideal for fixed installation applications as a midbass, midrange, or full-range speaker. Made in Italy."	https://www.parts-express.com/FaitalPRO-3FE25-3-Professional-Woofer-8-Ohm-294-1104	24.5	AS	
PE_july2024	Lavoce	SAN214.50-4	woofer	Active	21	3.4	30	6.02	0.25	0.24	14.6876101	0.447497241	0.00006	0.30759071	0.16619	33.87	1700	0.0155					0.00332			99.90356192	337.4049706	"Lavoce SAN214.50-4 21"" Subwoofer 4 ohm"	7/26/2024 0:00	16666.66667			0.032499325	0.002575945	78.10507576	0.000390086	0.068830614	0.459999652	97.31874347	0.258825992			0.114299996				0.035840792	54	4				2.083333333		237.3486381	474.6972762	0.547115982	745.6527378	0.038512523	0.408984717	81.50507576	120	75.68761752	18.36858652	126.6232327			1			1000	30	CCA	Fiberglass	Treated Paper	Cloth		Cast Aluminum	Neodymium	round	round					17.93957516					0.507237984					8												3400																																										yes	"The LaVoce SAN214.50-4 is an incredible 21"" subwoofer that features an aluminum frame that optimizes cooling, and an aluminum shorting ring. This driver also features a 98 dB sensitivity, which is ideal for mating to other high efficiency drivers. SAN214.50-4 also features a double silicone spider for improved linearity and an incredible 45 mm peak to peak of excursion. The gasket on this driver allows it to be rear mounted easily, providing additional installation flexibility. To add to the versatility of this driver, the cone has been treated to be waterproof, making it ideal for outdoor cabinets."	https://www.parts-express.com/Lavoce-SAN214.50-4-21-Subwoofer-293-818	649	AS	
PE_july2024	FaitalPRO	3FE22	woofer	Active	3	6.2	110	5	0.5	0.47	0.340438381	0.0025	0.00085	0.001412586	0.00302	4.628786223	20	0.00183					0.00015			87.64339318	3.455751919	"FaitalPRO 3FE22 3"" Neodymium Professional Full-Range Woofer 8 Ohm"	7/26/2024 0:00	1176.470588			0.003678752	5.53E-06	62.93550638	0.000116683	0.018211813	0.062009543	87.85700479	0.045973999			0.019049999				4.99E-05	8	8				1.063829787		1760.701428	3521.402857	0.105663997	5531.406673	9.43E-05	0.002405658	69.13550638	220	1851.514489	1.858965282	97.86730474			1			20000	100	Aluminum	Kapton® / Polyimide	Paper	Rubber		Steel	Neodymium	round	round					0.240403915					0.071627998					4												40																																										yes	"FaitalPRO's 3FE22 3"" neodymium professional woofer has exceptionally flat response from 100 Hz to 20,000 Hz, both on and off-axis, and features a 91 dB sensitivity due to a powerful neodymium ring motor. Great for use in compact professional line array speakers, the 3FE22 is also right at home in home audio, personal audio, and car audio applications. Made in Italy.The superbly-balanced nature of this speaker is evidenced in the motor's Qts rating of 0.47, making it ideal for fixed installation applications, where high fidelity is required, as a midbass, midrange, or full-range speaker."	https://www.parts-express.com/FaitalPRO-3FE22-3-Neodymium-Professional-Woofer-8-Ohm-294-1101	37.5	AS	
